"nid","Last.Name","First.Name","Middle.Name","Suffix","Birth.Year","Death.Year","app_1_circ","app_1_beg_yr","app_1_end_yr","app_2_circ","app_2_beg_yr","app_2_end_yr","app_3_circ","app_3_beg_yr","app_3_end_yr","app_4_circ","app_4_beg_yr","app_4_end_yr"
1385981,"Orr","William","Edwin"," ","1881",1965,"9","1945","1965","","","","","","","","",""
1394431,"Owens","John","Byron"," ","1971",,"9","2014","","","","","","","","","",""
1386026,"Paez","Richard","A."," ","1947",,"","","","9","2000","","","","","","",""
1386031,"Page","George","True"," ","1859",1941,"7","1919","1941","","","","","","","","",""
1386056,"Pardee","Don","Albert"," ","1837",1919,"","","","5","1891","1919","","","","","",""
6420566,"Park","Michael","Hun","","1976",,"2","2019","","","","","","","","","",""
1386076,"Parker","Barrington","Daniels","Jr.","1944",,"","","","2","2001","","","","","","",""
1386081,"Parker","Fred","I."," ","1938",2003,"","","","2","1994","2003","","","","","",""
1386096,"Parker","John","Johnston"," ","1885",1958,"4","1925","1958","","","","","","","","",""
1386106,"Parker","Robert","Manley"," ","1937",2020,"","","","5","1994","2002","","","","","",""
1386111,"Parkinson","William","Lynn"," ","1902",1959,"","","","7","1957","1959","","","","","",""
1386151,"Patterson","Robert","Porter","Sr.","1891",1952,"","","","2","1939","1940","","","","","",""
1386196,"Peck","John","Weld","II","1913",1993,"","","","6","1966","1993","","","","","",""
1386211,"Pell","Wilbur","Frank","Jr.","1915",2000,"7","1970","2000","","","","","","","","",""
10924786,"Pérez","Myrna","","","1974",,"2","2021","","","","","","","","","",""
1394251,"Phillips","Gregory","Alan"," ","1960",,"10","2013","","","","","","","","","",""
1386296,"Phillips","Harry"," "," ","1909",1985,"6","1963","1985","","","","","","","","",""
1386301,"Phillips","James","Dickson","Jr.","1922",2017,"4","1978","2017","","","","","","","","",""
1386311,"Phillips","Orie","Leon"," ","1885",1974,"","","","10","1929","1974","","","","","",""
5374591,"Phipps","Peter","Joseph","","1973",,"","","","3","2019","","","","","","",""
1386321,"Pickering","Charles","Willis","Sr.","1937",,"","","","5","2004","2004","","","","","",""
1386331,"Pickett","John","Coleman"," ","1896",1983,"10","1949","1983","","","","","","","","",""
1386341,"Pierce","Lawrence","Warren"," ","1924",2020,"","","","2","1981","1995","","","","","",""
1394316,"Pillard","Cornelia","Thayer Livingston"," ","1961",,"DC","2013","","","","","","","","","",""
1386371,"Plager","S.","Jay"," ","1931",,"FED","1989","","","","","","","","","",""
1386411,"Politz","Henry","Anthony"," ","1932",2002,"5","1979","2002","","","","","","","","",""
1386446,"Poole","Cecil","F."," ","1914",1997,"","","","9","1979","1997","","","","","",""
1386451,"Pooler","Rosemary","S."," ","1938",,"","","","2","1998","","","","","","",""
1386466,"Pope","Walter","Lyndon"," ","1889",1969,"9","1949","1969","","","","","","","","",""
1386476,"Porfilio","John","Carbone"," ","1934",,"","","","10","1985","","","","","","",""
5373046,"Porter","David","James","","1966",,"3","2018","","","","","","","","","",""
1386511,"Posner","Richard","Allen"," ","1939",,"7","1981","2017","","","","","","","","",""
1386541,"Prado","Edward","Charles"," ","1947",,"","","","5","2003","2018","","","","","",""
1386546,"Pratt","George","Cheney"," ","1928",,"","","","2","1982","1995","","","","","",""
1386571,"Pregerson","Harry"," "," ","1923",2017,"","","","9","1979","2017","","","","","",""
1386586,"Prettyman","Elijah","Barrett"," ","1891",1971,"DC","1945","1971","","","","","","","","",""
1386606,"Pritchard","Jeter","Connelly"," ","1857",1921,"","","","","","","4","1904","1921","","",""
1386616,"Proctor","James","McPherson"," ","1882",1953,"","","","DC","1948","1953","","","","","",""
1391296,"Prost","Sharon"," "," ","1951",,"FED","2001","","","","","","","","","",""
1394631,"Pryor","Jill","Anne"," ","1963",,"11","2014","","","","","","","","","",""
1392086,"Pryor","William","Holcombe","Jr.","1962",,"11","2005","","","","","","","","","",""
1386641,"Putnam","William","LeBaron"," ","1835",1918,"","","","1","1892","1917","","","","","",""
4263096,"Quattlebaum","A.","Marvin","Jr.","1964",,"","","","4","2018","","","","","","",""
1386661,"Rader","Randall","Ray"," ","1949",,"FED","1990","2014","","","","","","","","",""
1386671,"Raggi","Reena"," "," ","1951",,"","","","2","2002","","","","","","",""
1386721,"Randolph","Arthur","Raymond"," ","1943",,"DC","1990","","","","","","","","","",""
6135386,"Rao","Neomi","Jehangir","","1973",,"DC","2019","","","","","","","","","",""
1390671,"Rawlinson","Johnnie","B."," ","1952",,"","","","9","2000","","","","","","",""
6103361,"Readler","Chad","Andrew","","1972",,"6","2019","","","","","","","","","",""
1386766,"Reavley","Thomas","Morrow"," ","1921",2020,"5","1979","2020","","","","","","","","",""
1386841,"Reinhardt","Stephen","Roy"," ","1931",2018,"9","1980","2018","","","","","","","","",""
1386851,"Rendell","Marjorie","O."," ","1947",,"","","","3","1997","","","","","","",""
1394241,"Restrepo","Luis","Felipe"," ","1959",,"","","","3","2016","","","","","","",""
1393666,"Reyna","Jimmie","V."," ","1952",,"FED","2011","","","","","","","","","",""
1386896,"Rich","Giles","Sutherland"," ","1904",1999,"","","","FED","1982","1999","","","","","",""
1386901,"Richards","John","Kelvey"," ","1856",1909,"","","","6","1903","1909","","","","","",""
5090921,"Richardson","Julius","Ness","","1976",,"4","2018","","","","","","","","","",""
1392271,"Richman","Priscilla",""," ","1954",,"5","2005","","","","","","","","","",""
1386921,"Riddick","Walter","Garrett"," ","1883",1953,"8","1941","1953","","","","","","","","",""
1386926,"Ridge","Albert","Alphonso"," ","1898",1967,"","","","8","1961","1967","","","","","",""
1391291,"Riley","William","Jay"," ","1947",,"8","2001","","","","","","","","","",""
1386961,"Ripple","Kenneth","Francis"," ","1943",,"7","1985","","","","","","","","","",""
1386981,"Rives","Richard","Taylor"," ","1895",1982,"5","1951","1981","11","1981","1982","","","","","",""
1386991,"Robb","Charles","Henry"," ","1867",1939,"DC","1906","1939","","","","","","","","",""
1386996,"Robb","Roger"," "," ","1907",1985,"DC","1969","1985","","","","","","","","",""
1391841,"Roberts","John","Glover","Jr.","1955",,"DC","2003","2005","","","","","","","","",""
10959341,"Robinson","Beth","","","1965",,"2","2021","","","","","","","","","",""
1387041,"Robinson","Spottswood","William","III","1916",1998,"","","","DC","1966","1998","","","","","",""
1387081,"Rogers","Henry","Wade"," ","1853",1926,"2","1913","1926","","","","","","","","",""
1391646,"Rogers","John","M."," ","1948",,"6","2002","","","","","","","","","",""
1387091,"Rogers","Judith","Ann Wilson"," ","1939",,"DC","1994","","","","","","","","","",""
1387111,"Roney","Paul","Hitch"," ","1921",2006,"5","1970","1981","11","1981","2006","","","","","",""
1387116,"Rose","John","Carter"," ","1861",1927,"","","","4","1922","1927","","","","","",""
1387126,"Rosen","James"," "," ","1909",1972,"3","1971","1972","","","","","","","","",""
1394016,"Rosenbaum","Robin","Stacie"," ","1966",,"","","","11","2014","","","","","","",""
1387146,"Rosenn","Max"," "," ","1910",2006,"3","1970","2006","","","","","","","","",""
1387166,"Ross","Donald","Roe"," ","1922",2013,"8","1970","2013","","","","","","","","",""
1387171,"Ross","Erskine","Mayo"," ","1845",1928,"","","","","","","9","1895","1928","","",""
10749706,"Rossman","Veronica","Sophia","","1972",,"10","2021","","","","","","","","","",""
1387196,"Roth","Jane","Richards"," ","1935",,"","","","3","1991","","","","","","",""
1387211,"Rovner","Ilana","Kara Diamond"," ","1938",,"","","","7","1992","","","","","","",""
1387221,"Rubin","Alvin","Benjamin"," ","1920",1991,"","","","5","1977","1991","","","","","",""
1387231,"Rudkin","Frank","H."," ","1864",1931,"","","","9","1923","1931","","","","","",""
6098356,"Rushing","Allison","Jones","","1982",,"4","2019","","","","","","","","","",""
1387251,"Russell","Donald","Stuart"," ","1906",1998,"","","","4","1971","1998","","","","","",""
1387261,"Russell","Robert","Lee"," ","1900",1955,"","","","5","1949","1955","","","","","",""
1387276,"Rutledge","Wiley","Blount"," ","1894",1949,"DC","1939","1943","","","","","","","","",""
1387286,"Ryan","James","Leo"," ","1932",,"6","1985","","","","","","","","","",""
1387296,"Rymer","Pamela","Ann"," ","1941",2011,"","","","9","1989","2011","","","","","",""
1390706,"Sack","Robert","David"," ","1939",,"2","1998","","","","","","","","","",""
1387346,"Sanborn","John","Benjamin"," ","1883",1964,"","","","8","1932","1964","","","","","",""
1387351,"Sanborn","Walter","Henry"," ","1845",1928,"","","","8","1892","1928","","","","","",""
11345676,"Sanchez","Gabriel","Patrick","","1976",,"9","2022","","","","","","","","","",""
1387386,"Sarokin","H.","Lee"," ","1928",,"","","","3","1994","1996","","","","","",""
1387406,"Sawtelle","William","Henry"," ","1868",1934,"","","","9","1931","1934","","","","","",""
1387411,"Sawyer","Lorenzo"," "," ","1820",1891,"","","","9","1891","1891","","","","","",""
1387421,"Scalia","Antonin"," "," ","1936",2016,"DC","1982","1986","","","","","","","","",""
1387431,"Schall","Alvin","Anthony"," ","1944",,"FED","1992","","","","","","","","","",""
1387461,"Schnackenberg","Elmer","Jacob"," ","1889",1968,"7","1954","1968","","","","","","","","",""
1387466,"Schofield","William"," "," ","1857",1912,"","","","1","1911","1912","","","","","",""
1387476,"Schroeder","Mary","Murphy"," ","1940",,"9","1979","","","","","","","","","",""
1387521,"Scirica","Anthony","Joseph"," ","1940",,"","","","3","1987","","","","","","",""
4622996,"Scudder","Michael","Yale","Jr.","1971",,"7","2018","","","","","","","","","",""
1387556,"Seaman","William","Henry"," ","1842",1915,"","","","","","","7","1905","1915","","",""
1387576,"Seitz","Collins","Jacques"," ","1914",1998,"3","1966","1998","","","","","","","","",""
1387581,"Selya","Bruce","Marshall"," ","1934",,"","","","1","1986","","","","","","",""
1387586,"Sentelle","David","Bryan"," ","1943",,"","","","DC","1987","","","","","","",""
1387611,"Seth","Oliver"," "," ","1915",1996,"10","1962","1996","","","","","","","","",""
1387621,"Severens","Henry","Franklin"," ","1835",1923,"","","","","","","6","1900","1911","","",""
1387641,"Seymour","Stephanie","Kulp"," ","1940",,"10","1979","","","","","","","","","",""
1387711,"Shedd","Dennis","W."," ","1953",,"","","","4","2002","2022","","","","","",""
1387726,"Shelby","David","Davie"," ","1847",1914,"","","","5","1899","1914","","","","","",""
1387736,"Shepard","Seth"," "," ","1847",1917,"DC","1893","1905","DC","1905","1917","","","","","",""
1392471,"Shepherd","Bobby","E."," ","1951",,"8","2006","","","","","","","","","",""
1387771,"Shipman","Nathaniel"," "," ","1828",1906,"","","","","","","2","1892","1902","","",""
1387796,"Showalter","John","William"," ","1844",1898,"","","","7","1895","1898","","","","","",""
1394166,"Shwartz","Patty"," "," ","1961",,"3","2013","","","","","","","","","",""
1387806,"Sibley","Samuel","Hale"," ","1873",1958,"","","","5","1931","1958","","","","","",""
1387821,"Silberman","Laurence","Hirsch"," ","1935",,"DC","1985","","","","","","","","","",""
1387826,"Siler","Eugene","Edward","Jr.","1936",,"","","","","","","6","1991","","","",""
1390596,"Silverman","Barry","G."," ","1951",,"9","1998","","","","","","","","","",""
1387841,"Simons","Charles","Casper"," ","1876",1964,"","","","6","1932","1964","","","","","",""
1387851,"Simonton","Charles","Henry"," ","1829",1904,"","","","","","","4","1893","1904","","",""
1387861,"Simpson","John","Milton Bryan"," ","1903",1987,"","","","","","","5","1966","1981","11","1981","1987"
1390361,"Skelton","Byron","George"," ","1905",2004,"","","","FED","1982","2004","","","","","",""
1387896,"Skopil","Otto","Richard","Jr.","1919",2012,"","","","9","1979","2012","","","","","",""
1387916,"Sloviter","Dolores","Korman"," ","1932",,"3","1979","","","","","","","","","",""
1387941,"Smith","D[avid]","Brooks"," ","1951",,"","","","3","2002","","","","","","",""
1387946,"Smith","Edward","Samuel"," ","1919",2001,"","","","FED","1982","2001","","","","","",""
1387971,"Smith","Jerry","Edwin"," ","1946",,"5","1987","","","","","","","","","",""
1387976,"Smith","John","Joseph"," ","1904",1980,"","","","2","1960","1980","","","","","",""
1391576,"Smith","Lavenski","R."," ","1958",,"8","2002","","","","","","","","","",""
1392401,"Smith","Milan","Dale","Jr.","1942",,"9","2006","","","","","","","","","",""
1392521,"Smith","N[orman]","Randy"," ","1949",,"9","2007","","","","","","","","","",""
1388021,"Smith","Walter","Inglewood"," ","1862",1922,"","","","8","1911","1922","","","","","",""
1388031,"Smith","William","Francis"," ","1903",1968,"","","","3","1961","1968","","","","","",""
1388041,"Smyth","Constantine","Joseph"," ","1859",1924,"DC","1917","1924","","","","","","","","",""
1388046,"Sneed","Joseph","Tyree","III","1920",2008,"9","1973","2008","","","","","","","","",""
1388051,"Sneeden","Emory","Marlin"," ","1927",1987,"4","1984","1986","","","","","","","","",""
1388061,"Sobeloff","Simon","E."," ","1894",1973,"4","1956","1973","","","","","","","","",""
1388081,"Soper","Morris","Ames"," ","1873",1963,"","","","4","1932","1963","","","","","",""
1388091,"Sotomayor","Sonia"," "," ","1954",,"","","","2","1998","2009","","","","","",""
1388096,"Souter","David","Hackett"," ","1939",,"1","1990","1990","","","","","","","","",""
1392651,"Southwick","Leslie"," "," ","1950",,"5","2007","","","","","","","","","",""
1388106,"Sparks","William","Morris"," ","1872",1950,"7","1929","1950","","","","","","","","",""
1388161,"Sprecher","Robert","Arthur"," ","1917",1982,"7","1971","1982","","","","","","","","",""
1388171,"Sprouse","James","Marshall"," ","1923",2004,"4","1979","1995","","","","","","","","",""
1394216,"Srinivasan","Srikanth"," "," ","1967",,"DC","2013","","","","","","","","","",""
1391621,"St. Eve","Amy","Joan"," ","1965",,"","","","7","2018","","","","","","",""
1388206,"Stahl","David","Henry"," ","1920",1970,"3","1968","1970","","","","","","","","",""
1388211,"Stahl","Norman","H."," ","1931",,"","","","1","1992","","","","","","",""
1388221,"Staley","Austin","Leander"," ","1902",1978,"3","1950","1978","","","","","","","","",""
1388251,"Stapleton","Walter","King"," ","1934",,"","","","3","1985","","","","","","",""
1393291,"Stark","Leonard","Philip"," ","1969",,"","","","FED","2022","","","","","","",""
1388256,"Starr","Kenneth","Winston"," ","1946",,"DC","1983","1989","","","","","","","","",""
1388296,"Stephens","Albert","Lee","Sr.","1874",1965,"","","","9","1937","1965","","","","","",""
1388301,"Stephens","Harold","Montelle"," ","1886",1955,"DC","1935","1948","DC","1948","1948","DC","1948","1955","","",""
1388311,"Stephenson","Roy","Laverne"," ","1917",1982,"","","","8","1971","1982","","","","","",""
1388326,"Stevens","John","Paul"," ","1920",2019,"7","1970","1975","","","","","","","","",""
1388336,"Stewart","Carl","E."," ","1950",,"5","1994","","","","","","","","","",""
1388346,"Stewart","Potter"," "," ","1915",1985,"6","1954","1958","","","","","","","","",""
1394791,"Stoll","Kara","Farnandez"," ","1968",,"FED","2015","","","","","","","","","",""
1388376,"Stone","Kimbrough"," "," ","1875",1958,"8","1916","1958","","","","","","","","",""
1393306,"Stranch","Jane","Branstetter"," ","1953",,"6","2010","","","","","","","","","",""
4097796,"Stras","David","Ryan","","1974",,"8","2018","","","","","","","","","",""
1390726,"Straub","Chester","J."," ","1937",,"2","1998","","","","","","","","","",""
1388416,"Strum","Louie","Willard"," ","1890",1954,"","","","5","1950","1954","","","","","",""
1388431,"Suhrheinrich","Richard","Fred"," ","1936",,"","","","6","1990","","","","","","",""
1392581,"Sullivan","Richard","Joseph"," ","1964",,"","","","2","2018","","","","","","",""
11201336,"Sung","Jennifer","","","1972",,"9","2021","","","","","","","","","",""
1391886,"Sutton","Jeffrey","S."," ","1960",,"6","2003","","","","","","","","","",""
1388466,"Swaim","Hardress","Nathan"," ","1890",1957,"7","1950","1957","","","","","","","","",""
1388476,"Swan","Thomas","Walter"," ","1877",1975,"2","1926","1975","","","","","","","","",""
1388516,"Swygert","Luther","Merritt"," ","1905",1988,"","","","7","1961","1988","","","","","",""
1392206,"Sykes","Diane","S."," ","1957",,"7","2004","","","","","","","","","",""
1388526,"Tacha","Deanell","Reece"," ","1946",,"10","1985","2011","","","","","","","","",""
1388531,"Taft","William","Howard"," ","1857",1930,"","","","6","1892","1900","","","","","",""
1391186,"Tallman","Richard","C."," ","1953",,"9","2000","","","","","","","","","",""
1388551,"Tamm","Edward","Allen"," ","1906",1985,"","","","DC","1965","1985","","","","","",""
1388561,"Tang","Thomas"," "," ","1922",1995,"9","1977","1995","","","","","","","","",""
1394141,"Taranto","Richard","Gary"," ","1957",,"FED","2013","","","","","","","","","",""
1388571,"Tashima","Atsushi","Wallace"," ","1934",,"","","","9","1996","","","","","","",""
1388576,"Tate","Albert"," ","Jr.","1920",1986,"5","1979","1986","","","","","","","","",""
1388581,"Tatel","David","S."," ","1942",,"DC","1994","","","","","","","","","",""
1393951,"Thacker","Stephanie","Dawn"," ","1965",,"4","2012","","","","","","","","","",""
1392666,"Thapar","Amul","Roger"," ","1969",,"","","","6","2017","","","","","","",""
1388671,"Thayer","Amos","Madden"," ","1841",1905,"","","","","","","8","1894","1905","","",""
1388686,"Thomas","Clarence"," "," ","1948",,"DC","1990","1991","","","","","","","","",""
11386196,"Thomas","Holly","Aiyisha","","1979",,"9","2022","","","","","","","","","",""
1388706,"Thomas","Seth"," "," ","1873",1962,"8","1936","1962","","","","","","","","",""
1388711,"Thomas","Sidney","Runyan"," ","1953",,"9","1996","","","","","","","","","",""
1388746,"Thompson","David","R."," ","1930",2011,"9","1985","2011","","","","","","","","",""
1388756,"Thompson","Joseph","Whitaker"," ","1861",1946,"","","","3","1931","1946","","","","","",""
1393001,"Thompson","Ojetta","Rogeriee"," ","1951",,"1","2010","","","","","","","","","",""
1388791,"Thornberry","William","Homer"," ","1909",1995,"","","","5","1965","1995","","","","","",""
1388821,"Timbers","William","Homer"," ","1915",1994,"","","","2","1971","1994","","","","","",""
1388836,"Tinder","John","Daniel"," ","1950",,"","","","7","2007","2015","","","","","",""
1388841,"Tjoflat","Gerald","Bard"," ","1929",,"","","","5","1975","1981","11","1981","","","",""
1388866,"Tone","Philip","Willis"," ","1923",2001,"","","","7","1974","1980","","","","","",""
1388876,"Torruella","Juan","R."," ","1933",2020,"","","","1","1984","2020","","","","","",""
1388886,"Townsend","William","Kneeland"," ","1849",1907,"","","","","","","2","1902","1907","","",""
1388896,"Trask","Ozell","Miller"," ","1909",1984,"9","1969","1984","","","","","","","","",""
1388906,"Traxler","William","Byrd","Jr.","1948",,"","","","4","1998","","","","","","",""
1388911,"Treanor","Walter","Emanuel"," ","1883",1941,"7","1937","1941","","","","","","","","",""
1388956,"Trott","Stephen","S."," ","1939",,"9","1988","","","","","","","","","",""
1389006,"Tuttle","Elbert","Parr"," ","1897",1996,"5","1954","1981","11","1981","1996","","","","","",""
1391791,"Tymkovich","Timothy","M."," ","1956",,"10","2003","","","","","","","","","",""
1389056,"Van Antwerpen","Franklin","Stuart"," ","1941",2016,"","","","3","2004","2016","","","","","",""
1389071,"Van Devanter","Willis"," "," ","1859",1941,"","","","8","1903","1910","","","","","",""
1389076,"Van Dusen","Francis","Lund"," ","1912",1993,"","","","3","1967","1993","","","","","",""
1389086,"Van Graafeiland","Ellsworth","Alfred"," ","1915",2004,"2","1974","2004","","","","","","","","",""
1389096,"Van Oosterhout","Martin","Donald"," ","1900",1979,"8","1954","1979","","","","","","","","",""
1389101,"Van Orsdel","Josiah","Alexander"," ","1860",1937,"DC","1907","1937","","","","","","","","",""
1389121,"Van Valkenburgh","Arba","Seymour"," ","1862",1944,"","","","8","1925","1944","","","","","",""
1389126,"Vanaskie","Thomas","Ignatius"," ","1953",,"","","","3","2010","2019","","","","","",""
1389131,"Vance","Robert","Smith"," ","1931",1989,"5","1977","1981","11","1981","1989","","","","","",""
7504281,"VanDyke","Lawrence","James Christopher","","1972",,"9","2020","","","","","","","","","",""
1389186,"Vinson","Frederick","Moore"," ","1890",1953,"DC","1937","1943","","","","","","","","",""
1389191,"Vogel","Charles","Joseph"," ","1898",1980,"","","","8","1954","1980","","","","","",""
1389226,"Waddill","Edmund"," ","Jr.","1855",1931,"","","","4","1921","1931","","","","","",""
1389246,"Wald","Patricia","McGowan"," ","1928",2019,"DC","1979","1999","","","","","","","","",""
1389266,"Walker","John","Mercer","Jr.","1940",,"","","","2","1989","","","","","","",""
7263221,"Walker","Justin","Reed","","1982",,"","","","DC","2020","","","","","","",""
1389276,"Walker","Richard","Wilde"," ","1857",1936,"5","1914","1936","","","","","","","","",""
1389291,"Wallace","John","Clifford"," ","1928",,"","","","9","1972","","","","","","",""
1389296,"Wallace","William","James"," ","1837",1917,"","","","","","","2","1891","1907","","",""
1392931,"Wallach","Evan","Jonathan"," ","1949",,"","","","FED","2011","","","","","","",""
1389306,"Waller","Curtis","Longino"," ","1887",1950,"","","","","","","5","1943","1950","","",""
1389351,"Ward","Henry","Galbraith"," ","1851",1933,"","","","2","1907","1924","","","","","",""
1389371,"Wardlaw","Kim","McLane"," ","1954",,"","","","9","1998","","","","","","",""
1389411,"Warrington","John","Wesley"," ","1844",1921,"","","","6","1909","1921","","","","","",""
1389421,"Washington","George","Thomas"," ","1908",1971,"DC","1950","1971","","","","","","","","",""
1389426,"Waterman","Sterry","Robinson"," ","1901",1984,"2","1955","1984","","","","","","","","",""
1393991,"Watford","Paul","Jeffrey"," ","1967",,"9","2012","","","","","","","","","",""
1389516,"Webster","William","Hedgcock"," ","1924",,"","","","8","1973","1978","","","","","",""
1389521,"Weick","Paul","Charles"," ","1899",1997,"","","","6","1959","1997","","","","","",""
1389561,"Weis","Joseph","Francis","Jr.","1923",2014,"","","","3","1973","2014","","","","","",""
1389576,"Wellford","Harry","Walker"," ","1924",2021,"","","","6","1982","2021","","","","","",""
1391866,"Wesley","Richard","C."," ","1949",,"2","2003","","","","","","","","","",""
1392726,"White","Helene","N."," ","1954",,"6","2008","","","","","","","","","",""
1389716,"Whittaker","Charles","Evans"," ","1901",1973,"","","","8","1956","1957","","","","","",""
1389731,"Widener","Hiram","Emory","Jr.","1923",2007,"","","","4","1972","2007","","","","","",""
1389736,"Wiener","Jacques","Loeb","Jr.","1934",,"5","1990","","","","","","","","","",""
1389741,"Wiggins","Charles","Edward"," ","1927",2000,"9","1984","2000","","","","","","","","",""
1389746,"Wilbur","Curtis","Dwight"," ","1867",1954,"9","1929","1954","","","","","","","","",""
1389766,"Wilkey","Malcolm","Richard"," ","1918",2009,"DC","1970","1985","","","","","","","","",""
1393586,"Wilkins","Robert","Leon"," ","1963",,"","","","DC","2014","","","","","","",""
1389791,"Wilkins","William","Walter"," ","1942",,"","","","4","1986","2008","","","","","",""
1389796,"Wilkinson","James","Harvie","III","1944",,"4","1984","","","","","","","","","",""
4025356,"Willett","Don","R.","","1966",,"5","2018","","","","","","","","","",""
1389816,"Williams","Ann","Claire"," ","1949",,"","","","7","1999","2018","","","","","",""
1389841,"Williams","Jerre","Stockton"," ","1916",1993,"5","1980","1993","","","","","","","","",""
1389851,"Williams","Karen","J."," ","1951",2013,"4","1992","2013","","","","","","","","",""
1389866,"Williams","Robert","Lee"," ","1868",1948,"","","","10","1937","1948","","","","","",""
1389876,"Williams","Stephen","Fain"," ","1936",2020,"DC","1986","2020","","","","","","","","",""
1390986,"Wilson","Charles","R."," ","1954",,"11","1999","","","","","","","","","",""
8479971,"Wilson","Cory","Todd","","1970",,"5","2020","","","","","","","","","",""
1389911,"Wilson","Scott"," "," ","1870",1942,"1","1929","1942","","","","","","","","",""
1389961,"Winter","Harrison","Lee"," ","1921",1990,"","","","4","1966","1990","","","","","",""
1389966,"Winter","Ralph","K.","Jr.","1935",2020,"2","1981","2020","","","","","","","","",""
1389971,"Wisdom","John","Minor"," ","1905",1999,"5","1957","1999","","","","","","","","",""
1390021,"Wollman","Roger","Leland"," ","1934",,"8","1985","","","","","","","","","",""
1390036,"Wood","Diane","Pamela"," ","1950",,"7","1995","","","","","","","","","",""
1390041,"Wood","Harlington"," ","Jr.","1920",2008,"","","","7","1976","2008","","","","","",""
1390066,"Woodbury","Peter"," "," ","1899",1970,"1","1941","1970","","","","","","","","",""
1390076,"Woodrough","Joseph","William"," ","1873",1977,"","","","8","1933","1977","","","","","",""
1390086,"Woods","Charles","Albert"," ","1852",1925,"4","1913","1925","","","","","","","","",""
1390101,"Woods","William","Allen"," ","1837",1901,"","","","","","","7","1892","1901","","",""
1390121,"Woolley","Victor","Baynard"," ","1867",1945,"3","1914","1945","","","","","","","","",""
1390151,"Wright","Eugene","Allen"," ","1913",2002,"9","1969","2002","","","","","","","","",""
1390161,"Wright","James","Skelly"," ","1911",1988,"","","","DC","1962","1988","","","","","",""
1393301,"Wynn","James","Andrew","Jr.","1954",,"4","2010","","","","","","","","","",""
